,body,head_wear,accessories,tail,teeth
3929,Red_body,Fin,none,Jet_Tail,Shark_Teeth
3930,Red_body,Backwards_hat,Earring,Pointy_Tail,Braces
3931,Scaled_ body,Beanie,Wings,Curved_Tail,Shark_Teeth
3932,Blue_body,none,Goggles,Dragon_Tail,Buck_Tooth
3933,Robot_body,Afro,none,Pointy_Tail,Braces
3934,Red_body,Spinner_hat,Moustache,Fanned_Tail,Human_Teeth
3935,Blue_body,Afro,Wings,Jet_Tail,Shark_Teeth
3936,Red_body,none,Wings,Pointy_Tail,Human_Teeth
3937,Yellow_body,Top_hat,none,Fanned_Tail,none
3938,Robot_body,none,Goggles,Heart_Tail,none
3939,Yellow_body,Horns,Cigar,Pointy_Tail,Human_Teeth
3940,Scaled_ body,Backwards_hat,Balloon,Heart_Tail,Human_Teeth
3941,Trippy_body,Backwards_hat,none,Flower_tail,none
3942,Scaled_ body,none,none,Propeller_Tail,Buck_Tooth
3943,Blue_body,none,Earring,Jet_Tail,Human_Teeth
3944,Scaled_ body,Backwards_hat,none,Fanned_Tail,Braces
3945,Green_body,Spinner_hat,Moustache,Heart_Tail,none
3946,Yellow_body,none,Goggles,Fanned_Tail,Braces
3947,Blue_body,Fin,Moustache,Curved_Tail,none
3948,Red_body,Beanie,Earring,Heart_Tail,Human_Teeth
3949,Scaled_ body,Afro,none,Curved_Tail,Buck_Tooth
3950,Robot_body,Beanie,Balloon,Dragon_Tail,Human_Teeth
3951,Scaled_ body,Backwards_hat,Earring,Flower_tail,none
3952,Red_body,none,Little_fish,Dragon_Tail,Buck_Tooth
3953,Green_body,none,Earring,Pointy_Tail,Braces
3954,Green_body,Afro,Wings,Pointy_Tail,Shark_Teeth
3955,Rainbow_body,Beanie,none,Dragon_Tail,Gold_grill
3956,Scaled_ body,none,none,Pointy_Tail,none
3957,Green_body,Horns,none,Fanned_Tail,Human_Teeth
3958,Yellow_body,Beanie,Wings,Propeller_Tail,none
3959,Blue_body,Beanie,Moustache,Dragon_Tail,Shark_Teeth
3960,Scaled_ body,Afro,Earring,Curved_Tail,Braces
3961,Green_body,Top_hat,Balloon,Jet_Tail,none
3962,Red_body,Afro,Moustache,Pointy_Tail,Buck_Tooth
3963,Scaled_ body,Horns,none,Curved_Tail,none
3964,Black_body,Spinner_hat,Earring,Fanned_Tail,Shark_Teeth
3965,Black_body,Beanie,none,Dragon_Tail,none
3966,Rainbow_body,Beanie,Moustache,Curved_Tail,none
3967,Green_body,Backwards_hat,Balloon,Heart_Tail,Braces
3968,Yellow_body,Horns,Little_fish,Pointy_Tail,Human_Teeth
3969,Red_body,Spinner_hat,Moustache,Fanned_Tail,Buck_Tooth
3970,Trippy_body,Fin,Cigar,Fanned_Tail,Braces
3971,Yellow_body,Horns,none,Fanned_Tail,Gold_grill
3972,Blue_body,Fin,none,Curved_Tail,Human_Teeth
3973,Robot_body,Top_hat,Little_fish,Curved_Tail,none
3974,Rainbow_body,Beanie,none,Curved_Tail,Gold_grill
3975,Red_body,none,none,Flower_tail,Human_Teeth
3976,Trippy_body,none,none,Jet_Tail,Braces
3977,Orange_body,Horns,Wings,Dragon_Tail,Gold_grill
3978,Yellow_body,Beanie,Wings,Propeller_Tail,Buck_Tooth
3979,Blue_body,Horns,none,Heart_Tail,Shark_Teeth
3980,Yellow_body,none,Goggles,Fanned_Tail,none
3981,Alien_body,none,none,Heart_Tail,none
3982,Blue_body,Beanie,Cigar,Flower_tail,Braces
3983,Green_body,Backwards_hat,none,Curved_Tail,Gold_grill
3984,Orange_body,Umbrella_hat,Earring,Curved_Tail,none
3985,Red_body,Fin,Wings,Pointy_Tail,Braces
3986,Trippy_body,none,none,Fanned_Tail,Buck_Tooth
3987,Red_body,Spinner_hat,Balloon,Fanned_Tail,none
3988,Blue_body,none,Moustache,Fanned_Tail,Buck_Tooth
3989,Blue_body,none,Wings,Jet_Tail,Buck_Tooth
3990,Orange_body,none,Little_fish,Fanned_Tail,none
3991,Black_body,Fin,Wings,Fanned_Tail,Shark_Teeth
3992,Green_body,Backwards_hat,Earring,Curved_Tail,none
3993,Blue_body,Horns,Earring,Fanned_Tail,none
3994,Rainbow_body,Backwards_hat,Earring,Curved_Tail,Human_Teeth
3995,Robot_body,none,none,Pointy_Tail,Buck_Tooth
3996,Blue_body,Backwards_hat,Moustache,Propeller_Tail,Shark_Teeth
3997,Green_body,Backwards_hat,Cigar,Fanned_Tail,none
3998,Green_body,Horns,none,Heart_Tail,Shark_Teeth
3999,Green_body,Fin,Cigar,Propeller_Tail,Braces
4000,Robot_body,Spinner_hat,Balloon,Propeller_Tail,Buck_Tooth
4001,Green_body,none,Earring,Flower_tail,Shark_Teeth
4002,Orange_body,none,none,Flower_tail,Braces
4003,Scaled_ body,Beanie,Moustache,Heart_Tail,none
4004,Trippy_body,Backwards_hat,none,Heart_Tail,Human_Teeth
4005,Gold_body,none,Wings,Jet_Tail,none
4006,Yellow_body,none,none,Pointy_Tail,Braces
4007,Orange_body,Backwards_hat,Earring,Fanned_Tail,Gold_grill
4008,Green_body,Top_hat,none,Heart_Tail,none
4009,Green_body,none,Wings,Curved_Tail,none
4010,Red_body,Backwards_hat,Moustache,Curved_Tail,Buck_Tooth
4011,Blue_body,Horns,Earring,Dragon_Tail,Buck_Tooth
4012,Yellow_body,Beanie,Little_fish,Pointy_Tail,none
4013,Red_body,Backwards_hat,none,Flower_tail,Human_Teeth
4014,Rainbow_body,Backwards_hat,none,Flower_tail,Buck_Tooth
4015,Rainbow_body,Backwards_hat,Earring,Pointy_Tail,Braces
4016,Scaled_ body,Umbrella_hat,Moustache,Curved_Tail,Buck_Tooth
4017,Red_body,Backwards_hat,Cigar,Curved_Tail,Human_Teeth
4018,Blue_body,Horns,none,Heart_Tail,Buck_Tooth
4019,Yellow_body,none,Moustache,Flower_tail,Buck_Tooth
4020,Red_body,Umbrella_hat,none,Fanned_Tail,Braces
4021,Scaled_ body,none,Moustache,Pointy_Tail,Gold_grill
4022,Orange_body,none,Wings,Curved_Tail,Gold_grill
4023,Blue_body,Backwards_hat,Moustache,Fanned_Tail,Human_Teeth
4024,Blue_body,Afro,Moustache,Curved_Tail,Human_Teeth
4025,Black_body,Backwards_hat,Goggles,Curved_Tail,Shark_Teeth
4026,Black_body,Top_hat,none,Pointy_Tail,none
4027,Orange_body,Beanie,Cigar,Jet_Tail,Gold_grill
4028,Scaled_ body,Backwards_hat,none,Curved_Tail,Human_Teeth
4029,Yellow_body,Top_hat,none,Curved_Tail,Buck_Tooth
4030,Rainbow_body,Afro,Goggles,Fanned_Tail,Buck_Tooth
4031,Orange_body,Fin,Balloon,Curved_Tail,Buck_Tooth
4032,Green_body,Backwards_hat,Little_fish,Jet_Tail,none
4033,Blue_body,none,Moustache,Fanned_Tail,Shark_Teeth
4034,Green_body,none,Wings,Jet_Tail,Gold_grill
4035,Scaled_ body,Spinner_hat,none,Propeller_Tail,Buck_Tooth
4036,Rainbow_body,none,none,Heart_Tail,none
4037,Scaled_ body,Backwards_hat,none,Fanned_Tail,Human_Teeth
4038,Yellow_body,Fin,Goggles,Pointy_Tail,Shark_Teeth
4039,Rainbow_body,Beanie,Wings,Pointy_Tail,Buck_Tooth
4040,Green_body,Afro,none,Heart_Tail,Human_Teeth
4041,Orange_body,Horns,Earring,Curved_Tail,Human_Teeth
4042,Trippy_body,Afro,none,Heart_Tail,Buck_Tooth
4043,Blue_body,Backwards_hat,none,Propeller_Tail,none
4044,Rainbow_body,Horns,Earring,Pointy_Tail,Shark_Teeth
4045,Alien_body,Umbrella_hat,none,Fanned_Tail,Shark_Teeth
4046,Black_body,Backwards_hat,none,Pointy_Tail,Human_Teeth
4047,Red_body,Beanie,Earring,Heart_Tail,none
4048,Red_body,Beanie,Goggles,Curved_Tail,Shark_Teeth
4049,Yellow_body,Fin,Cigar,Heart_Tail,none
4050,Blue_body,Umbrella_hat,Balloon,Curved_Tail,none
4051,Rainbow_body,Fin,Balloon,Pointy_Tail,Buck_Tooth
4052,Alien_body,Top_hat,Balloon,Flower_tail,none
4053,Red_body,Spinner_hat,Moustache,Curved_Tail,none
4054,Red_body,Backwards_hat,Moustache,Jet_Tail,Shark_Teeth
4055,Red_body,none,Moustache,Flower_tail,Buck_Tooth
4056,Red_body,Fin,Cigar,Heart_Tail,none
4057,Scaled_ body,Afro,Moustache,Heart_Tail,Gold_grill
4058,Orange_body,Umbrella_hat,Goggles,Heart_Tail,none
4059,Blue_body,Fin,Wings,Curved_Tail,Shark_Teeth
4060,Green_body,Backwards_hat,none,Fanned_Tail,Braces
4061,Black_body,Spinner_hat,Balloon,Flower_tail,Buck_Tooth
4062,Blue_body,Beanie,Earring,Curved_Tail,Braces
4063,Green_body,Afro,none,Fanned_Tail,Human_Teeth
4064,Robot_body,none,none,Propeller_Tail,none
4065,Red_body,Backwards_hat,Moustache,Fanned_Tail,Shark_Teeth
4066,Red_body,Beanie,Goggles,Curved_Tail,none
4067,Red_body,Horns,none,Heart_Tail,Human_Teeth
4068,Scaled_ body,Afro,Wings,Pointy_Tail,Buck_Tooth
4069,Robot_body,Backwards_hat,none,Heart_Tail,Buck_Tooth
4070,Orange_body,Beanie,none,Fanned_Tail,Shark_Teeth
4071,Yellow_body,none,Earring,Flower_tail,Braces
4072,Rainbow_body,Spinner_hat,none,Pointy_Tail,none
4073,Red_body,none,none,Propeller_Tail,none
4074,Blue_body,Backwards_hat,Goggles,Flower_tail,none
4075,Scaled_ body,Umbrella_hat,Wings,Heart_Tail,Buck_Tooth
4076,Green_body,Beanie,Balloon,Flower_tail,Buck_Tooth
4077,Yellow_body,none,Earring,Propeller_Tail,Buck_Tooth
4078,Trippy_body,none,none,Flower_tail,Buck_Tooth
4079,Red_body,none,Wings,Fanned_Tail,Gold_grill
4080,Green_body,Top_hat,Wings,Fanned_Tail,Shark_Teeth
4081,Trippy_body,Spinner_hat,none,Heart_Tail,none
4082,Alien_body,Horns,Earring,Pointy_Tail,Human_Teeth
4083,Gold_body,Spinner_hat,Moustache,Pointy_Tail,none
4084,Green_body,none,Wings,Heart_Tail,Braces
4085,Blue_body,Backwards_hat,Wings,Jet_Tail,Shark_Teeth
4086,Orange_body,Spinner_hat,Wings,Heart_Tail,Shark_Teeth
4087,Trippy_body,Backwards_hat,Goggles,Flower_tail,none
4088,Green_body,Beanie,Goggles,Curved_Tail,Braces
4089,Yellow_body,Fin,Earring,Curved_Tail,Human_Teeth
4090,Green_body,Backwards_hat,Moustache,Heart_Tail,none
4091,Blue_body,Fin,Little_fish,Propeller_Tail,none
4092,Red_body,Horns,none,Heart_Tail,Braces
4093,Scaled_ body,Backwards_hat,Cigar,Curved_Tail,none
4094,Scaled_ body,Backwards_hat,none,Heart_Tail,Human_Teeth
4095,Rainbow_body,Backwards_hat,none,Dragon_Tail,none
4096,Orange_body,Horns,none,Propeller_Tail,none
4097,Red_body,none,Earring,Propeller_Tail,none
4098,Rainbow_body,none,Goggles,Flower_tail,Shark_Teeth
4099,Yellow_body,none,Balloon,Fanned_Tail,Shark_Teeth
4100,Green_body,Backwards_hat,Moustache,Flower_tail,none
4101,Robot_body,none,Cigar,Curved_Tail,Human_Teeth
4102,Green_body,Backwards_hat,Wings,Heart_Tail,Buck_Tooth
4103,Rainbow_body,none,Moustache,Dragon_Tail,Buck_Tooth
4104,Yellow_body,none,Little_fish,Dragon_Tail,Human_Teeth
4105,Red_body,Beanie,Wings,Jet_Tail,Shark_Teeth
4106,Scaled_ body,none,Earring,Pointy_Tail,Braces
4107,Blue_body,Beanie,Earring,Jet_Tail,Human_Teeth
4108,Green_body,Fin,Cigar,Flower_tail,none
4109,Red_body,none,none,Jet_Tail,Human_Teeth
4110,Red_body,Umbrella_hat,Balloon,Curved_Tail,Human_Teeth
4111,Blue_body,none,Little_fish,Heart_Tail,none
4112,Yellow_body,Umbrella_hat,none,Flower_tail,Human_Teeth
4113,Orange_body,Fin,Balloon,Fanned_Tail,Buck_Tooth
4114,Blue_body,Backwards_hat,Moustache,Pointy_Tail,Human_Teeth
4115,Green_body,Horns,Cigar,Jet_Tail,none
4116,Red_body,Backwards_hat,Balloon,Flower_tail,none
4117,Green_body,Beanie,none,Flower_tail,Buck_Tooth
4118,Gold_body,none,none,Fanned_Tail,none
4119,Alien_body,none,none,Dragon_Tail,none
4120,Blue_body,Beanie,Wings,Fanned_Tail,Gold_grill
4121,Orange_body,Fin,Goggles,Flower_tail,none
4122,Rainbow_body,Backwards_hat,none,Curved_Tail,Shark_Teeth
4123,Rainbow_body,Afro,none,Flower_tail,Braces
4124,Yellow_body,none,Wings,Heart_Tail,none
4125,Yellow_body,Backwards_hat,Moustache,Pointy_Tail,Human_Teeth
4126,Alien_body,Horns,Cigar,Fanned_Tail,Buck_Tooth
4127,Green_body,Beanie,Goggles,Dragon_Tail,none
4128,Green_body,Spinner_hat,Goggles,Fanned_Tail,Shark_Teeth
4129,Red_body,Backwards_hat,Balloon,Curved_Tail,Human_Teeth
4130,Orange_body,Umbrella_hat,Earring,Dragon_Tail,Gold_grill
4131,Black_body,Top_hat,Balloon,Fanned_Tail,none
4132,Blue_body,Fin,none,Heart_Tail,none
4133,Rainbow_body,none,none,Pointy_Tail,Gold_grill
4134,Rainbow_body,Backwards_hat,Cigar,Heart_Tail,Braces
4135,Scaled_ body,Backwards_hat,Earring,Propeller_Tail,Shark_Teeth
4136,Rainbow_body,Horns,Balloon,Flower_tail,none
4137,Yellow_body,Backwards_hat,Earring,Heart_Tail,none
4138,Green_body,Umbrella_hat,Balloon,Curved_Tail,Braces
4139,Green_body,Backwards_hat,none,Heart_Tail,Human_Teeth
4140,Scaled_ body,Beanie,Wings,Pointy_Tail,Braces
4141,Green_body,Beanie,Cigar,Propeller_Tail,none
4142,Blue_body,Backwards_hat,Wings,Flower_tail,Buck_Tooth
4143,Yellow_body,Backwards_hat,Earring,Pointy_Tail,Buck_Tooth
4144,Red_body,Fin,Little_fish,Dragon_Tail,Human_Teeth
4145,Yellow_body,Spinner_hat,Cigar,Fanned_Tail,Buck_Tooth
4146,Blue_body,Backwards_hat,Earring,Pointy_Tail,Shark_Teeth
4147,Orange_body,none,Goggles,Propeller_Tail,none
4148,Green_body,none,Goggles,Fanned_Tail,Human_Teeth
4149,Scaled_ body,Afro,Earring,Pointy_Tail,Shark_Teeth
4150,Robot_body,none,none,Propeller_Tail,Buck_Tooth
4151,Scaled_ body,Backwards_hat,none,Flower_tail,Gold_grill
4152,Orange_body,Backwards_hat,Balloon,Pointy_Tail,Braces
4153,Yellow_body,none,Earring,Curved_Tail,Gold_grill
4154,Red_body,Spinner_hat,Balloon,Jet_Tail,none
4155,Orange_body,Backwards_hat,Wings,Curved_Tail,Buck_Tooth
4156,Blue_body,Backwards_hat,Cigar,Pointy_Tail,Shark_Teeth
4157,Blue_body,Backwards_hat,Earring,Fanned_Tail,none
4158,Blue_body,Beanie,Cigar,Curved_Tail,none
4159,Scaled_ body,none,Moustache,Flower_tail,Shark_Teeth
4160,Blue_body,Afro,Moustache,Pointy_Tail,Braces
4161,Scaled_ body,Beanie,Goggles,Dragon_Tail,Buck_Tooth
4162,Red_body,none,Goggles,Curved_Tail,Gold_grill
4163,Blue_body,Top_hat,none,Heart_Tail,none
4164,Orange_body,Horns,none,Jet_Tail,Gold_grill
4165,Green_body,none,Cigar,Curved_Tail,Braces
4166,Red_body,Backwards_hat,Balloon,Heart_Tail,Shark_Teeth
4167,Trippy_body,Beanie,Balloon,Pointy_Tail,none
4168,Orange_body,none,Balloon,Propeller_Tail,Gold_grill
4169,Trippy_body,Horns,Earring,Heart_Tail,none
4170,Rainbow_body,none,Wings,Jet_Tail,none
4171,Orange_body,none,Earring,Fanned_Tail,none
4172,Blue_body,Afro,Balloon,Curved_Tail,Buck_Tooth
4173,Green_body,Afro,Balloon,Flower_tail,none
4174,Blue_body,Top_hat,none,Heart_Tail,Buck_Tooth
4175,Scaled_ body,Afro,Goggles,Flower_tail,none
4176,Green_body,Horns,Goggles,Pointy_Tail,Braces
4177,Black_body,none,none,Flower_tail,Braces
4178,Trippy_body,Beanie,none,Heart_Tail,Braces
4179,Orange_body,Horns,none,Curved_Tail,Shark_Teeth
4180,Trippy_body,Beanie,none,Curved_Tail,Gold_grill
4181,Gold_body,Beanie,none,Jet_Tail,Shark_Teeth
4182,Orange_body,Afro,Moustache,Flower_tail,none
4183,Green_body,Beanie,Little_fish,Pointy_Tail,Buck_Tooth
4184,Yellow_body,Afro,Earring,Pointy_Tail,none
4185,Yellow_body,Umbrella_hat,none,Fanned_Tail,Buck_Tooth
4186,Orange_body,Afro,Balloon,Heart_Tail,none
4187,Scaled_ body,Backwards_hat,none,Fanned_Tail,Buck_Tooth
4188,Trippy_body,none,none,Curved_Tail,Human_Teeth
4189,Yellow_body,Beanie,Goggles,Dragon_Tail,none
4190,Black_body,none,Balloon,Heart_Tail,Gold_grill
4191,Blue_body,Beanie,Earring,Propeller_Tail,Gold_grill
4192,Scaled_ body,none,Wings,Flower_tail,Human_Teeth
4193,Scaled_ body,none,Goggles,Fanned_Tail,none
4194,Alien_body,Horns,none,Heart_Tail,Shark_Teeth
4195,Red_body,Horns,Wings,Pointy_Tail,Buck_Tooth
4196,Green_body,Beanie,Wings,Curved_Tail,Buck_Tooth
4197,Red_body,Beanie,Wings,Dragon_Tail,Shark_Teeth
4198,Blue_body,Spinner_hat,none,Curved_Tail,Buck_Tooth
4199,Yellow_body,Fin,Earring,Heart_Tail,Braces
4200,Green_body,none,Wings,Curved_Tail,Shark_Teeth
4201,Orange_body,Fin,none,Heart_Tail,none
4202,Scaled_ body,Horns,Earring,Pointy_Tail,Human_Teeth
4203,Rainbow_body,Umbrella_hat,Balloon,Dragon_Tail,Buck_Tooth
4204,Red_body,Beanie,Goggles,Heart_Tail,Buck_Tooth
4205,Red_body,Top_hat,Cigar,Fanned_Tail,none
4206,Orange_body,none,Goggles,Heart_Tail,none
4207,Blue_body,Horns,Balloon,Fanned_Tail,Gold_grill
4208,Blue_body,Top_hat,Goggles,Curved_Tail,Buck_Tooth
4209,Green_body,Beanie,Goggles,Flower_tail,none
4210,Blue_body,Umbrella_hat,none,Pointy_Tail,Shark_Teeth
4211,Yellow_body,Backwards_hat,none,Jet_Tail,Human_Teeth
4212,Yellow_body,none,Moustache,Flower_tail,none
4213,Black_body,Beanie,Moustache,Pointy_Tail,Buck_Tooth
4214,Red_body,none,Little_fish,Curved_Tail,Human_Teeth
4215,Yellow_body,none,Cigar,Flower_tail,Buck_Tooth
4216,Robot_body,Backwards_hat,none,Curved_Tail,Buck_Tooth
4217,Red_body,Top_hat,Cigar,Pointy_Tail,Shark_Teeth
4218,Rainbow_body,Umbrella_hat,Earring,Dragon_Tail,none
4219,Blue_body,Top_hat,none,Curved_Tail,Shark_Teeth
4220,Scaled_ body,Beanie,none,Flower_tail,none
4221,Red_body,Fin,Goggles,Propeller_Tail,Braces
4222,Black_body,Afro,Balloon,Fanned_Tail,Buck_Tooth
4223,Red_body,Top_hat,none,Heart_Tail,Buck_Tooth
4224,Rainbow_body,none,none,Dragon_Tail,none
4225,Green_body,Backwards_hat,Cigar,Curved_Tail,Gold_grill
4226,Scaled_ body,Beanie,Earring,Dragon_Tail,Buck_Tooth
4227,Yellow_body,Backwards_hat,Earring,Fanned_Tail,Buck_Tooth
4228,Robot_body,none,none,Curved_Tail,Braces
4229,Yellow_body,Spinner_hat,Balloon,Flower_tail,Shark_Teeth
4230,Gold_body,Umbrella_hat,Earring,Curved_Tail,none
4231,Yellow_body,Umbrella_hat,Balloon,Pointy_Tail,none
4232,Rainbow_body,Beanie,Earring,Fanned_Tail,Shark_Teeth
4233,Red_body,Spinner_hat,Goggles,Curved_Tail,Shark_Teeth
4234,Alien_body,Fin,Wings,Flower_tail,Buck_Tooth
4235,Trippy_body,Top_hat,none,Curved_Tail,Shark_Teeth
4236,Red_body,Beanie,Cigar,Flower_tail,none
4237,Orange_body,Spinner_hat,Balloon,Heart_Tail,Human_Teeth
4238,Rainbow_body,Fin,Cigar,Pointy_Tail,Braces
4239,Rainbow_body,Beanie,none,Propeller_Tail,none
4240,Blue_body,none,Earring,Heart_Tail,Human_Teeth
4241,Green_body,Afro,none,Pointy_Tail,Shark_Teeth
4242,Blue_body,Horns,Cigar,Curved_Tail,Braces
4243,Green_body,Afro,Balloon,Fanned_Tail,Shark_Teeth
4244,Scaled_ body,Spinner_hat,Earring,Propeller_Tail,Shark_Teeth
4245,Blue_body,Backwards_hat,Moustache,Curved_Tail,Human_Teeth
4246,Red_body,Beanie,none,Dragon_Tail,Shark_Teeth
4247,Blue_body,Beanie,Goggles,Fanned_Tail,none
4248,Rainbow_body,Backwards_hat,Wings,Fanned_Tail,Buck_Tooth
4249,Robot_body,Afro,Cigar,Heart_Tail,Human_Teeth
4250,Orange_body,Beanie,Little_fish,Propeller_Tail,none
4251,Green_body,Fin,Balloon,Jet_Tail,none
4252,Trippy_body,Afro,none,Propeller_Tail,none
4253,Orange_body,Backwards_hat,Balloon,Heart_Tail,none
4254,Alien_body,Backwards_hat,Goggles,Pointy_Tail,Braces
4255,Yellow_body,Beanie,Goggles,Jet_Tail,Braces
4256,Red_body,Fin,none,Curved_Tail,Human_Teeth
4257,Red_body,Beanie,Moustache,Curved_Tail,Buck_Tooth
4258,Scaled_ body,Umbrella_hat,Wings,Jet_Tail,none
4259,Trippy_body,Beanie,Balloon,Flower_tail,none
4260,Orange_body,Backwards_hat,none,Dragon_Tail,none
4261,Robot_body,Horns,Moustache,Flower_tail,Shark_Teeth
4262,Blue_body,Horns,none,Fanned_Tail,Buck_Tooth
4263,Orange_body,Beanie,Little_fish,Pointy_Tail,Shark_Teeth
4264,Green_body,Horns,none,Flower_tail,none
4265,Blue_body,Backwards_hat,Cigar,Flower_tail,Buck_Tooth
4266,Trippy_body,Backwards_hat,none,Dragon_Tail,Buck_Tooth
4267,Scaled_ body,Beanie,none,Fanned_Tail,none
4268,Red_body,Afro,Earring,Flower_tail,Shark_Teeth
4269,Yellow_body,Umbrella_hat,Earring,Pointy_Tail,Buck_Tooth
4270,Green_body,Fin,Goggles,Flower_tail,Shark_Teeth
4271,Yellow_body,Horns,none,Flower_tail,Buck_Tooth
4272,Rainbow_body,Umbrella_hat,none,Curved_Tail,Buck_Tooth
4273,Blue_body,none,Cigar,Fanned_Tail,Shark_Teeth
4274,Orange_body,none,Goggles,Pointy_Tail,Buck_Tooth
4275,Yellow_body,Beanie,Cigar,Fanned_Tail,none
4276,Rainbow_body,Afro,Moustache,Fanned_Tail,none
4277,Alien_body,Fin,Balloon,Pointy_Tail,Buck_Tooth
4278,Red_body,Backwards_hat,Earring,Curved_Tail,Buck_Tooth
4279,Yellow_body,Backwards_hat,Cigar,Propeller_Tail,Braces
4280,Green_body,Spinner_hat,none,Dragon_Tail,Buck_Tooth
4281,Green_body,none,none,Jet_Tail,none
4282,Blue_body,Afro,Balloon,Curved_Tail,none
4283,Red_body,none,Moustache,Curved_Tail,Buck_Tooth
4284,Yellow_body,Beanie,Earring,Pointy_Tail,none
4285,Robot_body,none,Little_fish,Fanned_Tail,Gold_grill
4286,Red_body,Umbrella_hat,none,Curved_Tail,Shark_Teeth
4287,Robot_body,none,none,Jet_Tail,Human_Teeth
4288,Blue_body,Top_hat,Cigar,Fanned_Tail,none
4289,Green_body,Horns,Cigar,Flower_tail,Buck_Tooth
4290,Yellow_body,Beanie,Goggles,Fanned_Tail,Human_Teeth
4291,Yellow_body,Beanie,Wings,Flower_tail,Shark_Teeth
4292,Orange_body,Afro,Cigar,Fanned_Tail,Buck_Tooth
4293,Scaled_ body,Horns,Little_fish,Fanned_Tail,none
4294,Blue_body,Backwards_hat,Goggles,Jet_Tail,Shark_Teeth
4295,Yellow_body,Umbrella_hat,Goggles,Pointy_Tail,Braces
4296,Robot_body,Afro,none,Curved_Tail,none
4297,Blue_body,Horns,none,Jet_Tail,Human_Teeth
4298,Robot_body,Backwards_hat,Cigar,Fanned_Tail,Buck_Tooth
4299,Green_body,Afro,Goggles,Pointy_Tail,Shark_Teeth
4300,Rainbow_body,Fin,none,Fanned_Tail,Buck_Tooth
4301,Yellow_body,Backwards_hat,Balloon,Pointy_Tail,Shark_Teeth
4302,Green_body,Afro,Earring,Heart_Tail,Buck_Tooth
4303,Rainbow_body,none,Little_fish,Pointy_Tail,none
4304,Red_body,Umbrella_hat,Goggles,Heart_Tail,Braces
4305,Green_body,Backwards_hat,none,Curved_Tail,Braces
4306,Yellow_body,Beanie,Cigar,Heart_Tail,Buck_Tooth
4307,Red_body,Afro,none,Heart_Tail,none
4308,Scaled_ body,Spinner_hat,Earring,Curved_Tail,Buck_Tooth
4309,Red_body,Backwards_hat,Wings,Fanned_Tail,none
4310,Black_body,none,Earring,Jet_Tail,Human_Teeth
4311,Blue_body,Fin,Moustache,Pointy_Tail,none
4312,Black_body,none,none,Jet_Tail,Buck_Tooth
4313,Blue_body,Spinner_hat,Wings,Fanned_Tail,none
4314,Red_body,Horns,Goggles,Jet_Tail,Shark_Teeth
4315,Green_body,Backwards_hat,Balloon,Curved_Tail,Buck_Tooth
4316,Scaled_ body,Fin,Cigar,Pointy_Tail,Buck_Tooth
4317,Yellow_body,none,Moustache,Pointy_Tail,Braces
4318,Orange_body,Beanie,Earring,Jet_Tail,Braces
4319,Red_body,Spinner_hat,none,Flower_tail,Shark_Teeth
4320,Green_body,Horns,Earring,Propeller_Tail,Buck_Tooth
4321,Red_body,none,Cigar,Curved_Tail,Gold_grill
4322,Orange_body,Top_hat,Cigar,Flower_tail,Buck_Tooth
4323,Red_body,Beanie,Cigar,Curved_Tail,Gold_grill
4324,Robot_body,Horns,Goggles,Pointy_Tail,Shark_Teeth
4325,Blue_body,Afro,none,Heart_Tail,Gold_grill
4326,Yellow_body,Afro,Balloon,Curved_Tail,Shark_Teeth
4327,Yellow_body,Backwards_hat,Earring,Curved_Tail,Human_Teeth
4328,Gold_body,none,Earring,Fanned_Tail,none
4329,Robot_body,Top_hat,none,Curved_Tail,Shark_Teeth
4330,Yellow_body,none,Balloon,Propeller_Tail,Buck_Tooth
4331,Scaled_ body,none,Goggles,Fanned_Tail,Buck_Tooth
4332,Blue_body,Backwards_hat,Cigar,Dragon_Tail,Human_Teeth
4333,Yellow_body,Umbrella_hat,Goggles,Flower_tail,Human_Teeth
4334,Scaled_ body,none,Moustache,Dragon_Tail,Braces
4335,Orange_body,Afro,none,Dragon_Tail,Shark_Teeth
4336,Black_body,Umbrella_hat,Earring,Curved_Tail,none
4337,Alien_body,Spinner_hat,none,Flower_tail,Shark_Teeth
4338,Rainbow_body,Beanie,Balloon,Jet_Tail,none
4339,Yellow_body,Beanie,Goggles,Propeller_Tail,Human_Teeth
4340,Blue_body,Beanie,Goggles,Jet_Tail,Braces
4341,Orange_body,none,Cigar,Heart_Tail,Buck_Tooth
4342,Yellow_body,Umbrella_hat,Cigar,Curved_Tail,Shark_Teeth
4343,Rainbow_body,Afro,Little_fish,Fanned_Tail,Human_Teeth
4344,Red_body,Afro,Balloon,Heart_Tail,Human_Teeth
4345,Red_body,none,none,Jet_Tail,Gold_grill
4346,Red_body,none,Balloon,Curved_Tail,Shark_Teeth
4347,Trippy_body,Backwards_hat,none,Propeller_Tail,Gold_grill
4348,Blue_body,none,Wings,Curved_Tail,Braces
4349,Yellow_body,Backwards_hat,Wings,Fanned_Tail,Buck_Tooth
4350,Robot_body,Backwards_hat,none,Fanned_Tail,Human_Teeth
4351,Blue_body,none,Moustache,Jet_Tail,Buck_Tooth
4352,Blue_body,Afro,none,Pointy_Tail,Buck_Tooth
4353,Orange_body,none,Wings,Curved_Tail,Braces
4354,Rainbow_body,Beanie,Balloon,Curved_Tail,Gold_grill
